Frame,Keypoint,X,Y,Confidence
1,Nose,67.32943725585938,71.93919372558594,0.012281191535294
1,Left Eye,72.18817901611328,70.34367370605469,0.011863893829286
1,Right Eye,61.93525314331055,70.29766082763672,0.0159568600356578
1,Left Ear,79.36725616455078,66.94302368164062,0.0138048268854618
1,Right Ear,48.9827880859375,76.76471710205078,0.03915636241436
1,Left Shoulder,95.34060668945312,25.23033142089844,0.1499278396368026
1,Right Shoulder,36.68821716308594,27.053634643554688,0.1509971022605896
1,Left Elbow,107.55740356445312,26.726638793945312,0.1605288684368133
1,Right Elbow,25.71229553222656,23.48889923095703,0.1480573266744613
1,Left Wrist,103.28697967529295,55.62811279296875,0.1250579208135604
1,Right Wrist,28.422908782958984,48.023887634277344,0.1176929026842117
1,Left Hip,91.3948974609375,59.3470458984375,0.907621681690216
1,Right Hip,49.86798858642578,61.96563720703125,0.9094690680503844
1,Left Knee,99.98390197753906,133.05035400390625,0.958936870098114
1,Right Knee,51.29802322387695,136.01528930664062,0.9601237773895264
1,Left Ankle,105.64596557617188,194.3177795410156,0.9616758227348328
1,Right Ankle,61.70460891723633,194.52618408203125,0.9627469778060912
1,Nose,232.62301635742188,115.86217498779295,0.2405734658241272
1,Left Eye,229.54458618164065,112.87337493896484,0.0987347140908241
1,Right Eye,229.2803955078125,116.00780487060548,0.134733498096466
1,Left Ear,228.38525390625,109.46649932861328,0.124988168478012
1,Right Ear,205.87936401367188,133.49142456054688,0.4223919510841369
1,Left Shoulder,228.47933959960935,128.4651336669922,0.93146550655365
1,Right Shoulder,228.46432495117188,137.6836395263672,0.8985676765441895
1,Left Elbow,265.42547607421875,110.12139129638672,0.872548520565033
1,Right Elbow,267.1168518066406,131.49761962890625,0.8160864114761353
1,Left Wrist,277.5477600097656,109.67821502685548,0.8606786727905273
1,Right Wrist,284.23504638671875,106.19558715820312,0.8315384984016418
1,Left Hip,319.040283203125,129.78924560546875,0.9456037878990172
1,Right Hip,319.5118103027344,134.88372802734375,0.9358026385307312
1,Left Knee,376.9406433105469,131.091552734375,0.9552554488182068
1,Right Knee,379.0548095703125,132.38388061523438,0.953930675983429
1,Left Ankle,450.0084228515625,143.82640075683594,0.952582061290741
1,Right Ankle,452.5403137207031,144.3876495361328,0.9509762525558472
1,Nose,625.0835571289062,30.157730102539062,0.0049796537496149
1,Left Eye,628.689208984375,28.346134185791016,0.0040101143531501
1,Right Eye,623.6613159179688,28.126453399658203,0.0033828490413725
1,Left Ear,631.848388671875,24.950706481933597,0.0072797881439328
1,Right Ear,621.7549438476562,16.212528228759766,0.0535478554666042
1,Left Shoulder,616.5426635742188,11.92093276977539,0.0685525313019752
1,Right Shoulder,606.0725708007812,11.229110717773438,0.2626329660415649
1,Left Elbow,593.2543334960938,53.02400970458984,0.0910927131772041
1,Right Elbow,593.7894287109375,51.01782989501953,0.5822940468788147
1,Left Wrist,589.113525390625,92.1497039794922,0.1024957597255706
1,Right Wrist,588.420654296875,91.52496337890624,0.4680729210376739
