Frame,Keypoint,X,Y,Confidence
1,Nose,257.8262634277344,152.73446655273438,0.0833820775151252
1,Left Eye,256.4918518066406,145.39395141601562,0.1191160827875137
1,Right Eye,261.2268371582031,145.5253143310547,0.0111690741032361
1,Left Ear,264.97857666015625,148.0816650390625,0.8891634345054626
1,Right Ear,310.97760009765625,147.86236572265625,0.4435845613479614
1,Left Shoulder,243.7770538330078,195.99102783203125,0.9643027186393738
1,Right Shoulder,333.1517333984375,191.9028778076172,0.9602640271186828
1,Left Elbow,222.551025390625,251.33364868164065,0.9191311001777648
1,Right Elbow,341.0062255859375,238.6461334228516,0.8863252997398376
1,Left Wrist,215.96517944335935,282.5032653808594,0.8364161849021912
1,Right Wrist,318.5027160644531,258.92510986328125,0.7895283102989197
1,Left Hip,255.51315307617188,289.14434814453125,0.9704327583312988
1,Right Hip,311.3095092773437,286.56219482421875,0.9687814712524414
1,Left Knee,251.77914428710935,332.1639099121094,0.9289852976799012
1,Right Knee,303.1976623535156,328.2771301269531,0.9230205416679382
1,Left Ankle,252.12210083007807,378.849365234375,0.8361670970916748
1,Right Ankle,300.9975280761719,371.0435791015625,0.8323678970336914
1,Nose,387.004150390625,124.14854431152344,0.9763251543045044
1,Left Eye,392.1982727050781,119.65422821044922,0.9580393433570862
1,Right Eye,381.5677185058594,119.03984832763672,0.9744809865951538
1,Left Ear,398.7228088378906,121.3437271118164,0.5985668301582336
1,Right Ear,371.9611206054688,119.77204132080078,0.8004061579704285
1,Left Shoulder,404.347900390625,142.400634765625,0.9770390391349792
1,Right Shoulder,356.88787841796875,139.8984375,0.9783807396888732
1,Left Elbow,415.82421875,164.930908203125,0.9266756176948548
1,Right Elbow,341.7806396484375,165.0144805908203,0.9356369972229004
1,Left Wrist,396.6169738769531,148.85003662109375,0.9143757820129396
1,Right Wrist,368.6788330078125,145.67330932617188,0.9192795753479004
1,Left Hip,388.022216796875,196.7154235839844,0.9674192070961
1,Right Hip,358.4742126464844,194.38780212402344,0.9676400423049928
1,Left Knee,375.0114440917969,228.086669921875,0.914233386516571
1,Right Knee,354.28106689453125,220.5091094970703,0.913243055343628
1,Left Ankle,368.3302612304688,254.0183868408203,0.8144118189811707
1,Right Ankle,354.39666748046875,240.5847320556641,0.8130165338516235
2,Nose,260.0480041503906,153.25686645507812,0.0173626020550727
2,Left Eye,258.29302978515625,146.56356811523438,0.0367431975901126
2,Right Eye,264.1255798339844,146.6687469482422,0.0023090939503163
2,Left Ear,262.6959228515625,148.1763458251953,0.9194694757461548
2,Right Ear,310.7325134277344,148.11825561523438,0.5708044767379761
2,Left Shoulder,239.454345703125,195.3534240722656,0.9893550872802734
2,Right Shoulder,332.521240234375,192.4141845703125,0.9840703010559082
2,Left Elbow,219.34564208984372,251.49392700195312,0.9498172998428344
2,Right Elbow,342.72296142578125,242.38352966308597,0.8721333146095276
2,Left Wrist,214.5339508056641,282.50885009765625,0.8053655028343201
2,Right Wrist,318.72509765625,258.53631591796875,0.637304961681366
2,Left Hip,253.02178955078125,289.1361083984375,0.98435240983963
2,Right Hip,310.2362670898437,288.2115783691406,0.9810046553611756
2,Left Knee,248.7899932861328,332.58203125,0.949161946773529
2,Right Knee,301.56756591796875,327.8537902832031,0.9337216019630432
2,Left Ankle,248.40130615234372,378.4848327636719,0.8561546206474304
2,Right Ankle,298.580322265625,369.0844421386719,0.8328350186347961
2,Nose,388.0397033691406,123.835205078125,0.9824416041374208
2,Left Eye,393.1603393554688,119.2261199951172,0.9646596312522888
2,Right Eye,382.3973693847656,118.63768005371094,0.9829864501953124
2,Left Ear,399.1436462402344,120.72026824951172,0.5549889802932739
2,Right Ear,371.8442687988281,119.28549194335938,0.8281747102737427
2,Left Shoulder,404.7903442382813,142.1080322265625,0.9766787886619568
2,Right Shoulder,356.3968200683594,139.71881103515625,0.9783268570899964
2,Left Elbow,416.1636962890625,165.3944091796875,0.9246165752410888
2,Right Elbow,342.1144714355469,165.83773803710938,0.9380017518997192
2,Left Wrist,397.52001953125,149.50994873046875,0.9122934937477112
2,Right Wrist,369.5064697265625,144.19595336914062,0.9220429062843324
2,Left Hip,387.6987609863281,197.42727661132807,0.9641754627227784
2,Right Hip,357.0185852050781,194.49305725097656,0.9645953178405762
2,Left Knee,374.1342468261719,229.50738525390625,0.8938207626342773
2,Right Knee,348.4083557128906,218.71612548828125,0.8936344385147095
2,Left Ankle,366.52447509765625,253.72900390625,0.7580690383911133
2,Right Ankle,347.8606872558594,239.9058837890625,0.7580226063728333
3,Nose,259.56988525390625,155.00074768066406,0.0233481377363204
3,Left Eye,258.3182373046875,148.42105102539062,0.0515576526522636
3,Right Eye,263.2389221191406,148.33726501464844,0.0027299888897687
3,Left Ear,264.0981750488281,149.9586181640625,0.931957483291626
3,Right Ear,310.4698486328125,149.42063903808594,0.5510947108268738
3,Left Shoulder,240.66134643554688,195.1402282714844,0.9891982674598694
3,Right Shoulder,332.2152099609375,192.97967529296875,0.9831499457359314
3,Left Elbow,220.1591033935547,250.17950439453125,0.9490000605583192
3,Right Elbow,341.3407287597656,243.01486206054688,0.8573134541511536
3,Left Wrist,214.52359008789065,282.12939453125,0.8007497787475586
3,Right Wrist,317.5889892578125,258.74444580078125,0.6074407696723938
3,Left Hip,253.1632843017578,288.8795166015625,0.984091341495514
3,Right Hip,309.6046142578125,288.2679748535156,0.9802185893058776
3,Left Knee,248.5941619873047,332.14727783203125,0.9487223625183104
3,Right Knee,300.9598388671875,327.7750244140625,0.9312586188316344
3,Left Ankle,248.0621337890625,378.4642333984375,0.8558743596076965
3,Right Ankle,298.0819091796875,369.4288330078125,0.8295571804046631
3,Nose,386.763916015625,122.56149291992188,0.97946035861969
3,Left Eye,391.9054870605469,117.9345932006836,0.9671512842178344
3,Right Eye,381.2312622070313,117.6364974975586,0.9747045040130616
3,Left Ear,398.86236572265625,119.6530303955078,0.6756762266159058
3,Right Ear,371.9420776367188,119.15592956542967,0.7831525802612305
3,Left Shoulder,404.8670043945313,141.4368133544922,0.9767647385597228
3,Right Shoulder,357.38690185546875,139.2005615234375,0.9780069589614868
3,Left Elbow,416.21533203125,164.87442016601562,0.9274276494979858
3,Right Elbow,342.2392883300781,165.43655395507812,0.9352978467941284
3,Left Wrist,396.8729553222656,148.70632934570312,0.9153242707252502
3,Right Wrist,369.70355224609375,143.7436065673828,0.9189165234565736
3,Left Hip,387.5204162597656,197.03317260742188,0.9651179313659668
3,Right Hip,357.3631591796875,194.21041870117188,0.9652031660079956
3,Left Knee,374.0253601074219,229.199951171875,0.8999347686767578
3,Right Knee,349.2621765136719,219.09678649902344,0.8978661298751831
3,Left Ankle,366.4796752929688,253.58616638183597,0.7727041840553284
3,Right Ankle,348.959716796875,240.30718994140625,0.7703490257263184
3,Nose,3.988313674926758,152.09588623046875,0.0177021045237779
3,Left Eye,3.5938377380371094,147.0137176513672,0.0080352090299129
3,Right Eye,2.8248367309570312,146.124755859375,0.0180566199123859
3,Left Ear,-4.2603607177734375,147.17897033691406,0.0212468151003122
3,Right Ear,0.0261459350585937,147.1114501953125,0.0258526615798473
3,Left Shoulder,-0.6655426025390625,173.93959045410156,0.0907249450683593
3,Right Shoulder,-0.7884063720703125,176.15692138671875,0.0348220244050025
3,Left Elbow,11.999954223632812,206.96392822265625,0.1474023908376693
3,Right Elbow,10.066837310791016,213.59674072265625,0.0615002959966659
3,Left Wrist,22.645488739013672,229.34634399414065,0.2329946309328079
3,Right Wrist,21.910449981689453,233.81613159179688,0.1535321921110153
3,Left Hip,7.412246704101562,231.33853149414065,0.225510373711586
3,Right Hip,5.857814788818359,236.2812347412109,0.1451184302568435
3,Left Knee,18.345008850097656,258.6591796875,0.4963454306125641
3,Right Knee,6.727294921875,267.70513916015625,0.3913202285766601
3,Left Ankle,24.654972076416016,300.66754150390625,0.538256824016571
3,Right Ankle,28.64167213439941,307.8161315917969,0.4568676054477691
4,Nose,259.8326110839844,155.14605712890625,0.0209110956639051
4,Left Eye,258.3914489746094,148.64779663085938,0.0472341664135456
